timestamp,count_active_player
2023-09-23 00:00:00,57806
2023-09-24 00:00:00,55549
2023-09-25 00:00:00,53727
2023-09-26 00:00:00,47056
2023-09-27 00:00:00,40616
2023-09-28 00:00:00,35729
2023-09-29 00:00:00,33280
2023-09-30 00:00:00,34548
2023-10-01 00:00:00,36143
2023-10-02 00:00:00,32770
2023-10-03 00:00:00,33300
2023-10-04 00:00:00,33391
2023-10-05 00:00:00,32620
2023-10-06 00:00:00,33774
2023-10-07 00:00:00,34991
2023-10-08 00:00:00,34981
2023-10-09 00:00:00,31679
2023-10-10 00:00:00,29652
2023-10-11 00:00:00,26828
2023-10-12 00:00:00,24111
2023-10-13 00:00:00,26715
2023-10-14 00:00:00,26226
2023-10-15 00:00:00,25593
2023-10-16 00:00:00,23035
2023-10-17 00:00:00,21544
2023-10-17 14:01:18,21544
2023-10-17 15:00:27,20817
2023-10-17 16:01:16,14804
2023-10-17 17:00:47,9941
2023-10-17 18:00:39,7466
2023-10-17 19:00:52,6514
2023-10-17 20:01:50,6053
2023-10-17 21:01:44,5455
2023-10-17 22:01:43,5036
2023-10-17 23:01:39,4480
2023-10-18 00:01:38,5176
2023-10-18 01:01:32,6751
2023-10-18 02:01:13,8155
2023-10-18 03:02:46,8924
2023-10-18 04:00:46,8837
2023-10-18 05:00:49,9140
2023-10-18 06:01:36,7853
2023-10-18 07:00:54,6791
2023-10-18 08:00:45,6785
2023-10-18 09:00:32,7321
2023-10-18 10:01:13,7414
2023-10-18 11:00:33,8566
2023-10-18 12:00:41,11911
2023-10-18 13:00:27,16407
2023-10-18 14:00:53,19789
2023-10-18 15:01:32,19085
2023-10-18 16:01:11,13432
2023-10-18 17:00:37,9220
2023-10-18 18:00:47,6990
2023-10-18 19:00:33,5908
2023-10-18 20:00:54,5386
2023-10-18 21:00:55,5187
2023-10-18 22:01:02,4687
2023-10-18 23:00:40,4274
2023-10-19 00:01:23,4906
2023-10-19 01:01:00,6285
2023-10-19 02:01:28,7839
2023-10-19 03:01:36,8625
2023-10-19 04:01:30,8229
2023-10-19 05:00:45,8672
2023-10-19 06:01:43,6935
2023-10-19 07:00:44,6266
2023-10-19 08:00:54,6376
2023-10-19 09:01:17,6506
2023-10-19 10:01:39,6704
2023-10-19 11:01:14,7450
2023-10-19 12:01:39,10446
2023-10-19 13:00:47,14596
2023-10-19 14:01:35,18413
2023-10-19 15:00:43,18327
2023-10-19 16:00:35,13217
2023-10-19 17:01:35,8869
2023-10-19 18:00:46,6814
2023-10-19 19:00:34,6120
2023-10-19 20:02:08,5780
2023-10-19 21:01:05,5294
2023-10-19 22:01:27,4799
2023-10-19 23:00:40,4374
2023-10-20 00:01:20,4838
2023-10-20 01:00:43,5908
2023-10-20 02:01:12,7153
2023-10-20 03:01:39,8242
